72	STAGE6
73	STAGE7
74	继续模式
75	继续 ON
76	艾莉娜 「继续标志已设为1」
77	继续 OFF
78	艾莉娜 「继续标志已设为0」
79	NEW GAME
80	DEBUG
81	S1ー6
82	S1ー1
83	S1ー2
84	S1ー3
85	S1ー4
86	S1ー5
87	S10ー12
88	S1ー10
89	S1ー11
90	S1ー12
91	艾莉娜 「总之 到底怎么回事/只能去问问阿源了」 忠 「~170002~好 去阿源的店里吧」{s06}~10C10B~梓 「哥哥/梓也 ~0710~要去—」{s06}
92	梓 「咦——？ 关着门呢？」 忠 「刚才还在的 跑哪儿/去了呢……{s06}
93	/~170001~喂— 阿源！ 查米？……」{s06}~108296~艾莉娜 「好像不在呢~108285~……」梓 「咦~10824B~诶？/灯还开着呢—」~108205~艾莉娜 「那应该马上就/回来吧」 忠 「~170001~没办法……/去散散步吧？」{s06}~108227~艾莉娜 「就这么办……/天气也好 对吧」 忠 「梓 走吧……」~170101~~121001~梓 「好—」{s06}
94	艾莉娜 「嗯？」{s06}
95	查看
96	经销店
97	艾莉娜
98	交谈
99	合金月神的事
100	梓
101	前往
102	~170002~艾莉娜 「啊 也是 差不多该回来了吧？」 忠 「好 ~0710~去看看吧」{s06}
103	回头看
104	 忠 「~170102~呃——……」{s06}
105	梓 「~1801~？ /怎么了哥哥？」{s06}
106	大海
107	山丘那边
108	机场
109	父母的事
110	 忠 「~170101~等一下……」{s06}
111	~108267~~170001~艾莉娜 「好像回来了呢」{s06}
112	 忠 「~170101~阿源— ~170001~查米……在吗—？」{s06}
113	查米 「……啊 来啦— ~170101~请进—……」梓 「啊 是查米的声音」 忠 「你好—……」{s06}
114	~10C143~梓 「~170009~查米！」查米 「哎呀 大家……/怎么了？」{s06}
115	房间
116	查米的脸
117	查米
118	店铺的事
119	阿源的事
120	机器人的事
121	进货的事
122	到外面去
123	 忠 「~170009~那么 再过一会儿 ~170109~我们再来」查米 「好 ~1310~真是 {s15}不好意思呢」{s06}
124	 忠 「~170102~真是的 到底跑哪儿去了 ~0710~阿源那家伙……」艾莉娜 「就是……/关键时候总是~1310~不在呢！~0710~/咦？~1801~ 忠 那辆车……」 忠 「诶……」{s06}
125	~10C103~梓 「咦 是阿源哦……/哥哥……/~10C10A~梓 那辆车/见过呢！」{s06}
126	车
127	车那边
128	 忠 「好 去看看吧」{s06}
129	工作间
130	~108215~艾莉娜 「喂 去车那边/看看嘛/快点儿！」 忠 「啊 等一下……
131	阿源 「~1800~哟！ 忠……怎么了？」{s06}
132	阿源
133	查米的事
134	留言的事
135	阿源 「~1801~什么？ 留言？」{s06}~10825D~艾莉娜 「其实 在那台合金月神的驾驶舱里 留着一条“寻找创造主……/地球正濒临危机”/的留言/哦……」{s06}阿源 「那是啥？」~108273~艾莉娜 「~1310~所以说{s15} 要是那条留言是真的……/对吧？会好奇吧」{s06}阿源 「~1310~也是啦~108280~……{s15}什么 那/你们是想去找那个“创造主”/确认一下那条留言/是真是假 是这么回事吧」~108285~{s06}
136	算了
137	~108243~艾莉娜 「~17010A~等等 忠！！ 你说什么呢~108245~要是忠~1310~不去/我一个人也要去！{s15}」{s06}~10C139~梓 「梓也要当个乖孩子」 忠 「知道了知道了/~10C101~开玩笑的啦」{s06}
138	~108216~艾莉娜 「~17010A~~1310~不过{s15} 关于“合金月神”/这种事 该去哪儿/才能查到呢……」{s06}~108247~阿源 「~1804~拿登记编号啦/机型编号啦/这些记录去查……嘛 总之/~1801~去轨道空间站那边/查查 不就能知道驾驶员之类的/了吗？」{s06}艾莉娜 「唔——……原来如此……/空间站啊……/~10822D~说是去空间站呢 忠」{s06} 忠 「啊……去看看吧……」~10826E~艾莉娜 「……真聪明呢 ~17000A~阿源」~10824F~阿源 「~1800~~1310~也是啦」艾莉娜 「~1310~真不愧是你~140A~(爱心)……/~17040A~所以嘛 载我们到机场/~17070A~好不好？」{s15}{s06}~108270~阿源 「~1310~啊——！？……/真是的 ~121002~拿你没办法~10826F~~1806~……/那 去准备一下吧/~10822E~~1801~那台合金月神呢？/怎么办？」{s06}{s11} 忠 「啊 对哦 还是带上比较好」阿源 「~1800~那 我把拖车挂到后面/你把它开出来吧」{s06}
139	艾莉娜 「啊— 风真舒服……」{s06}
140	合金月神
141	阿源 「哦 马上就到机场了……」{s06}
142	梓 「就坐那个去对吧？ 好厉害啊——！」 忠 「梓 你看起来很开心啊？……」梓 「嗯(爱心) 因为 能去星星那儿/对吧——？/梓还是第一次呢(音符)」{s06}
143	 忠 「~17000A~那么 我们出发了……」阿源 「要是需要的话 ~1310~要不要借你们 我的货船？/{s15}月面号……/就停在轨道空间站呢……」{s06}~10826E~艾莉娜 「诶—— 真的？/~108227~喂 我们借吧 忠！？」{s06}
144	借
145	不借
146	~108283~阿源 「~1801~真的不用吗？」
147	~108240~艾莉娜 「~17010A~诶——！？ 为什么呀？」~108280~阿源 「~1310~不用的话 那也无所谓/{s15}啦」~10823C~
148	~108248~阿源 「~1803~~121002~那么 这个~1402~ ~0710~~1800~月面号的门卡……/就在561号登机口那儿哦~1803~」~0710~~1800~{s06} 忠 「谢啦/回去以后帮我跟查米/问个好/就说见到阿源了……」{s06}阿源 「哦 知道了 ~1310~回头见{s15}~1803~」
149	~108208~艾莉娜 「那么 我们也/走吧」 忠 「啊」{s06}~108248~艾莉娜 「~1310~去空间站{s15}的 穿梭机/3人份加上合金月神/~108202~就行了对吧/那我去办手续了」{s06}~108229~ 忠 「别说“真正的合金月神”/这种事哦？」~108202~艾莉娜 「知道啦……/~10824E~快点快点 梓！/走了哦？」梓 「~1310~好——(爱心)」{s06}
150	~0710~~170502~~170001~ (音符) 「感谢您本次/~0710~~170101~搭乘/ATF航空/万分感谢……/本班机将于15点30分发/往轨道终点站……/距离起飞~170002~ 还请稍候片刻~0710~……」梓 「~1802~好期待 好期待(爱心)」{s06}~0710~~170001~
151	窗户
152	兴奋雀跃
153	休息
154	~170002~艾莉娜 「嗯？ 稍微休息一下？~1804~……/那 我也睡一会儿吧……/~1800~忠 你要是先醒了/~0B20~就喊“えりな もう おきなよ”/~0B21~ ~121001~叫醒我 好吗？」
155	~170102~艾莉娜 「……~1800~~1310~干嘛呀？ 忠你也没资格说别人/~1802~不是吗……/~1800~瞧你乐成那样！……」{s06}
156	~0710~~1805~ (音符) 「……15点30分发 往轨道终点/站的 402次穿梭机/即将起飞……」{s06}{s01}艾莉娜 「~1802~啊 你看 出发咯！~1800~ 给我坐好别动！」
157	{s06}~0703~{s04}{g4B}~0B00~/         STAFF{s52}{s03}~0581~~0713~~0733~{s04}{s01}
158	~0723~~0584~{s04}{s01}~0703~
159	~0703~{s04}{g4B}~0B00~   SCENARIO WRITER/          AND/  CHARACTER DESIGNER{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
160	~0723~{s04}{g4B}~0B00~/      ★YOSHIMIRU{s03}~0586~~0703~{s04}~0520~{s01}
161	~0703~{s04}{g4B}~0B00~/    GRAPHIC DESIGNER{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
162	~0723~{s04}{g4B}~0B00~      ★YOSHIMIRU/      SATOSHI OHNO{s03}~0586~~0703~{s04}~0520~{s01}
163	~0703~{s04}{g4B}~0B00~/        COMPOSER{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
164	~0723~{s04}{g4B}~0B00~    SEIICHI KYOUDA/     YASUYUKI EBASHI/     LIVE PLANNING{s03}~0585~~0703~{s04}~0520~{s01}
165	~0703~{s04}{g4B}~0B00~/      SOUND EFFECT{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
166	~0723~{s04}{g4B}~0B00~     TADASI MUKAI/      LIVE PLANNING{s03}~0585~~0703~{s04}~0520~{s01}
167	~0703~{s04}{g4B}~0B00~/  TITLE LOGO DESIGNER{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
168	~0723~{s04}{g4B}~0B00~/    HITOSHI TAGATA{s03}~0585~~0703~{s04}~0520~{s01}
169	~0703~{s04}{g4B}~0B00~/        PROGRAM{s52}{s03}~0581~~0713~~0733~{s04}~0520~{s01}
170	~0723~{s04}{g4B}~0B00~ HAL LABORATORY INC./  METAL SLADER GLORY/     PROJECT TEAM{s03}~0586~~0703~{s04}~0520~{s01}
171	艾莉娜 「~1807~~170101~啊— 累~1802~死了…………」梓 「哇——~170402~……天空的蓝色不知不觉/变得漆黑一片了~1800~」~0710~ 忠 「~170002~~170001~到了空间站之后 该怎么办呢……」~0581~艾莉娜 「~1804~总之 先把合金月神 转移到阿源的/~0710~月面号上~1800~吧……」 忠 「好 就这么办……/~170102~话说回来 那台合金月神/到底是什么来头呢……」~0581~艾莉娜 「~0710~稍微整理一下 ~1805~好好想想吧……~1807~？对哦~1803~…………/我们现在知道的 其实还什么都没有呢……」~0581~ 忠 「~170102~线索就只有那条留言而已呢……」艾莉娜 「只要找到曾经的驾驶员~1800~~1310~ 说不定就能弄清那条留言到底是怎么回事{s15}了？」~0581~ 忠 「这么说来 那就先查查留言里提到的/“创造主”和驾驶员吧」~0581~艾莉娜 「~0710~那 待会儿~1805~ 就查一下那台合金月神的/登记编号和机型编号/~1800~吧？……/~1805~不过……留言里的~1805~“地球的危机”/~1801~到底是什么意思呢……」~0581~ 忠 「嗯……」梓 「~1801~啊 好像能看到什么了~170402~……~0710~~0581~~1801~哥哥」~170402~艾莉娜 「嗯 是终点站吧~0710~？」~0520~梓 「~1801~唔——~170002~……」~0581~
172	 (音符) 「~170001~……感谢您本日~170502~ 搭乘 ATF航空/万分感谢……/本班机将准点/即将抵达/轨道终点站……/祝各位/旅途愉快~121002~……」~0581~{s01}
173	艾莉娜 「~1800~来~0710~ 走吧？」
174	 忠 「怎么回事~0710~ ~170002~这店……」艾莉娜 「就是啊……/阿源~0710~ 还看好那呢」{s06}~10C10D~梓 「~170102~像是小店/~0710~~1310~呢……」{s15}~0710~~170002~
175	艾莉娜 「…………~0710~就那店也没关门/~0710~这是怎么回事呢」
176	艾莉娜 「~1800~嗯？ 怎么了？/我这么好看 是不是看我看着就走神了？」 忠 「喂 你啊……」
177	艾莉娜 「~1800~怎么？」 忠 「啊 不 ~170102~没事」
178	 忠 「~170002~可 怎么 看着像~170102~办事的机/呢……」艾莉娜 「就是啊……对了 那事/我看不对头呢？」
179	~170102~艾莉娜 「…………阿源 是不是也看着呢……/那事…………」 忠 「嗯——…………」
180	~10C120~梓 「~170002~…………」 忠 「~170102~嗯？ 怎么了~10C121~ 梓」梓 「嗯——…………就是啊……/梓 那机 像是在哪儿/看着的……」{s06} 忠 「在哪儿？到底在哪看着的！？」~10C129~梓 「……~10C130~啊——没法子啦」
181	~10C105~ 忠 「~170002~那机 ~170102~你在哪看着的/要是看着了 就对我谈啊？」~10C121~梓 「嗯 ~170002~好的」
182	梓 「~1800~~1310~哥哥 这海好吧{s15}？」 忠 「嗯」梓 「~1802~梓也 可望着这海啦 ~1310~嗯(爱心)」{s15}
183	梓 「~1801~梓 大海 ~1310~虽然喜欢啦……/{s15}可比起大海 ~1802~哥哥要更加/~1310~让梓喜欢哦(爱心)」{s15} 忠 「……梓」~170101~{s06}~1082D0~艾莉娜 「……真是的/这对兄妹啊……/~170201~~121001~真危险」~1401~
184	~170101~艾莉娜 「喂！ ~170001~不要走神啊？」
185	~10824B~艾莉娜 「~170101~嗯/那不就是机场啊……」
186	梓 「~1801~那 机场能去天上/对吧？/~1800~多好啊— ~1310~梓也 要去看看呢/{s15}天上那儿……」{s06} 忠 「咦？ ~170101~梓 你还没去天上/吧？」梓 「嗯……」
187	 忠 「~170001~梓啊 你还记得~170101~ 爸爸吗？」梓 「~1310~唔——……/不太记得清了……/~1800~不过总觉得他非——常温柔{s15}……」 忠 「这样啊……」{s06}~108216~艾莉娜 「~1310~令尊{s15} 是叫正忠先生/来着吧……/~1310~听说8年前去世了/~170101~在那场战争里{s15}？」{s06}~108215~ 忠 「啊」~1082AA~艾莉娜 「这样啊……！/~108214~你们两个都打起精神来！！/~170001~喏！」
188	梓 「~1804~阿母的事…………~1310~/全没了……/呃 呃{s15}……」
189	~108205~ 忠 「~170001~艾莉娜的父母/还好吧？」~108288~艾莉娜 「呃……~170101~还生着呢」 忠 「不要这么小声/啦」{s06}~108248~艾莉娜 「在山里 ~170001~好好的/生着呢……/~108202~忠的父 ~170101~是办哪门/事的呢？」{s06} 忠 「合金月神的/~108227~开机的……」艾莉娜 「诶— 这么回事啊~170001~……嗯——」
190	~108202~~170101~艾莉娜 「忠你喜欢机械/是遗传自你父亲的吧？/~108205~……这么说来…………/你父亲 ~10820A~也是个好色之徒~1310~？」~170201~ 忠 「喂喂(冒汗)」
191	 忠 「~170009~话说回来……/打扫得真干净啊……」{s06}~108226~艾莉娜 「~1310~那当然 是查米 完美哦」/{s15} 忠 「跟我家可是天壤之别~10824B~……」~1082BA~艾莉娜 「~170109~你那话什么意思！」
192	 忠 「要是平时都能这么干净 就舒服了呢」
193	查米 「~1800~……什么？ 忠先生……」 忠 「啊 不 没什么(冒汗)」
194	 忠 「~170009~…………」{s06}~10821A~艾莉娜 「~1310~真是的！ 忠你啊 ~170209~光盯着查米看！」/{s15}
195	~1082C4~艾莉娜 「~170209~……反正 我就是/不可爱嘛——！！」~108231~ 忠 「又 ~1310~没人说/那种话嘛~108219~……」
196	 忠 「~170009~刚才这儿关着门/你出门去了吗？」查米 「哎呀 抱歉 今天/那边超市的 ~1310~蔬菜/特别便宜哦{s15}……/所以 就去买了点东西……」
197	 忠 「~170009~话说 阿源呢？」查米 「~1801~刚才还在的……/说是 ~1310~出去一下/就出门了{s15} 之后就没回来……/抱歉 有什么急事吗？」 忠 「啊 没有……就是有点事……」
198	 忠 「~170009~我说 查米……/刚才买的那个作业机械~170109~……/关于那个作业机械~170009~ 你从阿源那儿/听说过什么吗？」{s06}查米 「~1310~唔——……{s15}~1803~我想应该没特别/听说什么呢…………~1801~出什么事了吗？」{s06} 忠 「不不(冒汗)……/也没什么啦……」查米 「这样啊……」
199	~170109~查米 「那台作业机械 好像是从别处直接/送到忠先生你们那儿的/~1310~我也不太清楚…………{s15}/抱歉…………」
200	 忠 「~170009~这儿经销店卖的 二手机械/都是从哪儿进货的？」查米 「~1802~这个嘛—— 详细的情况 得问店长/才知道/~1800~不过最近 好像大多/是从居住区来的呢……」{s06}~10C106~梓 「居住区是什么？」{s06}~108248~艾莉娜 「~170209~就是为了让人在宇宙里也能生活而建造的 像大型宇宙船/一样的东西哦」{s06}~10C11B~梓 「唔——……」
201	~170009~ 忠 「你说是那地儿进来的 是哪儿的/地儿？」查米 「~1801~~1310~嗯 我也不真知道{s15}……不过想来是20那儿 还是30那儿的/地儿吧…………」
202	阿源 「~1800~啊？ 啥事 怎么了？」 忠 「阿源 你是不是 ~17010A~留着啥不对我们说？」阿源 「留着？ 留啥啊！？」 忠 「不……那啥……」
203	阿源 「~1801~啊？ 真是的 我对你们啥也不留着啦！」
204	阿源 「~1801~嗯？ ~1803~好玩吧 这辆车 ~1310~80那会儿的/~1800~{s15}PICK UP哟！」{s06}~10C13F~梓 「真奇哦~17070A~！」{s06}{s11} 忠 「~17000A~这车啊 ~17010A~阿源你店里的/是哪儿进来的？{s06}阿源 「~1807~~1310~你这人 这辆车 {s15}~1800~可是好好儿/在车店那儿进来的哟/过会儿呢 ~1310~我还造了下 这{s15}台车哪」
205	~108202~ 忠 「~17000A~我说艾莉娜啊……」~10824B~阿源 「~1803~哦？ 艾莉娜你啊/~10826B~可真是个好女孩了 ~1802~艾莉娜」~1082A3~艾莉娜 「~12100A~等 等一下(冒汗)/你在说什么呢 ~1082D9~真是的！/你这人啦……」{s06}{s11} 忠 「……我这是要说啥来着/~17000A~~140A~全想不来了……」
206	 忠 「~17000A~刚才在阿源店里进的那台/机子的事……」阿源 「啊 那台机子…………的事？」{s06}~10827F~艾莉娜 「那台机子啊 才不是务事的/~17010A~是地地道道的合金月神/哦」{s06}{s11}阿源 「啊——？ 那是个啥啊」 忠 「~17010A~进了驾驶舱 一开机对吧？/这一下 那门开了……」{s06}~10827F~艾莉娜 「那台机子 也好好儿/造正了哪……/~108261~~1311~哟 那台机子是哪儿/进来的？」{s06}{s15}阿源 「那地儿啊 那地儿」~108216~ 忠 「那地儿 是哪儿的？」~108259~阿源 「~1804~35那儿……来着/想来是吧……/35那儿的…………{s06}/~1805~~1310~全想不来了哟/~10827E~那事儿……」{s15}~108262~艾莉娜 「~1310~真是的！~17010A~{s15} 你店里/进来的/总要知道是啥吧…………」
207	 忠 「~17010A~对了 查米还抱怨说 阿源你总是不说去哪儿就出门/让她很头疼呢！」阿源 「~1805~~1310~那也没办法啊 我到处东奔西跑的/~1801~{s15}到处都得去嘛」
208	 忠 「这台合金月神 你想起来在哪儿见过了/吗？ 梓……」梓 「嗯……还是想不起来……/因为是好久好久以前见的嘛……」 忠 「好久以前 大概是什么时候？」梓 「是梓还很小的时候啦……」
209	 忠 「留言里那句“寻找造物主”/的意思 是不是我们去找这台合金月神的/设计者呢……」{s06}艾莉娜 「唔……就是这个意思吧？/阿源？」阿源 「嗯？ 是吧？ 不过嘛 也可能是组装它的/技师就是了？」艾莉娜 「原来如此——……」
210	 忠 「这 叫人瞧到 也没事吧？……」阿源 「没事啦 没人会知道这是真的/这样才好呢……/就是兴奋起来 也就不是真的吧！？……/对了 那机子里 是不是/味儿不对呀？」{s06} 忠 「味儿不对？ 是怎样的？」阿源 「嗯——怎么说呢……/就那种香香的味儿……」艾莉娜 「啊——(冒汗) 那是怎么回事呀 不要啦——(冒汗)/忠——真的吗？」{s06} 忠 「……这么说来 是那么点味儿不对……/可也没感着怎样啦……」艾莉娜 「是吗？ 那就好吧……」
211	艾莉娜 「~1801~~170001~？」
212	~0581~~170502~~0581~~170402~~0581~~170002~~0581~
213	艾莉娜 「~1804~~170001~嗯——(爱心)~1800~~1310~……」 忠 「怎么了？」~1402~艾莉娜 「~1800~还不是你刚才起就只对着梓/望着嘛……」
214	艾莉娜 「~1800~~170001~干嘛呀？」 忠 「没啦 就是瞧艾莉娜你乐成这样……」艾莉娜 「还不是~1310~兴奋 瞧着也乐嘛{s15}真成了查这事的了呢……」 忠 「这么说来 还真是一点危机感也没啊/我们……」
215	~0710~~170402~~0581~~170101~梓 「还只~170002~能瞧到空哦~1800~」~0710~~0520~
216	~0710~~170002~~170001~ 忠 「合金月神~170102~怎么样了？」艾莉娜 「嗯 就加到这一班~1805~上了~0710~……/要是分到别的班次~1800~就不好办了嘛……」
217	 忠 「~170002~~170001~梓啊~0710~ 就算说能去星星~170402~那儿 可你也没法到船外面去哦？……」梓 「~1801~啊—— 这点事/梓也知道啦！/~1801~没有空气会死掉的嘛！/可是~0710~~0581~~1801~ 听说星星很漂亮/所以梓想看看嘛(爱心) ……」~170001~
218	艾莉娜 「久等了」{s06}{s01}
219	STAGE1
220	A PART
221	S2-15
222	B PART
223	S2-30
224	C PART
225	S2-45
226	S2-55
227	S2-53
228	D PART
229	S2-69
230	S2-75
231	E PART
232	S2-76
233	S2-83
234	S2-89
235	S2-85
236	S2-87
237	S2-96
238	F PART
239	S2-116
240	S2-110
241	G PART
242	S2-118
243	S2-153
244	~108202~艾莉娜 「久等了……/我已经拜托他们/把合金月神/送到561号闸门的/月面号那边/去了哦」{s06}
245	 忠 「呃……561号的话……」{s06}~108226~艾莉娜 「500号段的……/所以是货船专用的闸门吧？」
246	 忠 「呃……」~170101~梓 「快点 走~1310~啦！」{s15}{s06}
247	561号闸门
248	~170101~ 忠 「好 那我们走吧~121001~！」{s15}{s06}
249	~108027~ 忠 「这就是阿源的/月面号啊……」{s06}~1082CD~艾莉娜 「还真是名副其实呢……」{s06}
250	月面号
251	~108001~ 忠 「这船还挺像样的嘛」{s06}~108279~艾莉娜 「诶——(冒汗) 那个/写着“GENS AUTO”/的字样是什么啦……/~1082DB~好丢人哦(冒汗)」{s06}~10C10D~梓 「~1310~好像家庭餐厅/{s15}哦……」{s06}
252	月面号 机库
253	 忠 「哦哦 合金月神已经运到了嘛……/真快啊」艾莉娜 「~0710~嘿嘿——很厉害吧？/我可是拜托他们赶紧运过来的哦/全靠我这份魅力(爱心)」 忠 「…………唔 好险……」{s06}艾莉娜 「不过 ~0711~这机库/比想象中要窄呢……」 忠 「这上面 ~0712~应该还有房间之类的/所以也没办法吧？/……~0710~话说回来 这台合金月神~0711~/要是让它站起来 头顶都要蹭到天花板了吧………」{s06}
254	~0710~ 忠 「这居然是真正的合金月神/我到现在都还不敢相信……」艾莉娜 「~0711~真~121002~的是呢…{s15}…」{s06}
255	 忠 「呃~0710~ 我们该干嘛来着？」艾莉娜 「所以说 不是要查合金月神的/注册编号之类的东西吗？」{s06}
256	~10C105~ 忠 「这台 ~0710~合金月神/你还是/~10C111~想不起来在哪儿见过吗？ 梓」~10C125~梓 「嗯…………/~1310~对不起哦{s15} 哥哥……」 忠 「也不用道歉/啦……」{s06}
257	合金月神的驾驶舱
258	 忠 「好 去驾驶舱吧」{s06}
259	~170300~~0520~ 忠 「呃……/总之 先把它上半身立起来吧……/~1805~艾莉娜——！/我要把这家伙立起来 要是它快撞到墙什么的/你就告诉我一声好吗？」艾莉娜 「好的！」{s06}~170000~
260	~0710~~0582~ 忠 「嘿咻……」~0710~
261	艾莉娜 「OK 没问题哦——！」{s06}
262	 忠 「呃……」艾莉娜 「~1310~嗯……唔——……/{s15}什么嘛 ~170000~这不是挺好闻的吗……/阿源说什么厕所芳香剂/害我/还担心了半天呢……/~170300~这样不是挺好的吗？」{s06} 忠 「啊 是吗？ ~1310~唔——……我搞不太懂……{s15}/是我鼻子不灵吗……算了 无所谓……」{s06}
263	仪表盘背面
264	控制台下方
265	飞行记录仪
266	思考
267	关于符号
268	关于磁盘
269	离开驾驶舱
270	~170000~~170002~ 忠 「好 下去吧」{s06}
271	~0710~ 忠 「唔——不管看多少遍/我都不敢相信这家伙真的上过战场……」艾莉娜 「~0711~真的是呢……」{s06}
272	楼梯
273	~0710~ 忠 「啊……那道楼梯/是能上到上~0712~面那层去的吗……」艾莉娜 「电梯嘛…………/果然是没有~121002~的吧(冒汗){s15}/~0710~毕竟是阿源的船嘛……」{s06}
274	上面那层
275	~0710~ 忠 「去上面那层看看吧」{s06}
276	副层
277	~0710~ 忠 「那就上到副层去吧~0712~」{s06}
278	 忠 「好 去闸门吧」{s06}
279	 忠 「船内还挺干净的嘛……」{s06}~108205~艾莉娜 「既然叫“副层”/那这上面是不是/还有一层楼？」~10824C~ 忠 「啊 大概是吧」{s06}
280	 忠 「眼前这扇门是……卧室/里面是休息室……/啊 是厕所和浴室啊……」{s06}~10826F~艾莉娜 「太好了——！ ~1310~待会儿/去冲个淋浴——！」~108225~ 忠 「太好了 待会儿去偷看——」~1082C3~艾莉娜 「你这笨蛋！」{s06}
281	 忠 「阿源和查米坐这船的时候/果然也会/在那边的浴室里洗澡吧？」{s06}~108248~艾莉娜 「嗯 应该吧？/…………~1082B9~啊——讨厌啦——/忠你又在想些乱七八糟的/了吧……{s06}/~1082C8~真是的 男生总是马上/就往那种事上想/讨厌死了！」 忠 「什 什么嘛…………(冒汗)」{s06}
282	~10C103~ 忠 「梓 待会儿去洗/~10C10D~个澡吧」~1310~梓 「好——」{s06}
283	 忠 「去上面那层吧！」{s06}
284	主层
285	 忠 「那就去主层吧」{s06}
286	机库
287	 忠 「那就下到机库去吧」{s06}
288	~108248~艾莉娜 「~1310~原来~如此……/{s15}这里就是“主层”吧」 忠 「哦哦 有天窗……」{s06}~10C11E~梓 「哇——★/看得到星星啦！」{s06}
289	 忠 「这里是卧室和厨房啊」{s06}~10824E~艾莉娜 「梓 肚子饿了吗？/要不要我给你做点什么？」{s06}~10C10E~梓 「不用 现在还不饿哦」{s06}~108201~ 忠 「其实是你自己想吃了吧/艾莉娜？」~1082D4~艾莉娜 「嘿嘿 被发现啦？/~108289~不过等大家一起吃的时候/再做也行啦」{s06}
290	 忠 「不过话说回来 这天窗 星星/看得可真清楚啊……」{s06}~10824D~艾莉娜 「天窗这种 浪漫的/~108202~点子 ~1310~果然/{s15}是查米想出来的吧？……」 忠 「确实 很难想象/~108207~会是阿源的点子呢~1310~……嗯{s15}」{s06}
